"","...1","Region","Date","NA.","Population","HPI","S_Unf","HR","CPI","GRP_pc","HR_pc","BP","PI_Roads_Materials","Price_m2_fm","Price_m2_sm","Materials_pi","N_of_Credits","Avg_IR","Avg_Sum_of_credit","Avg_Duration_of_Credit","Mortgage_Debt","Usage","Usage_ratio","S_unf_redone"
"5075","5075","Тульская область",2016-07-01,"5075",1505561.9807937,90.5823747750911,36.2793213676896,3184.07490085254,104.68473931543,87152.7131661778,0.00211465353898147,30601.6856991108,2.46333333333332,46284.9200000066,47837.1400000055,1.1835294117647,2089,12.6933333333333,1544.66666666667,15.1666666666667,35731,68.89,"High usage",36.2785443581322
"5076","5076","Тульская область",2016-10-01,"5076",1503767.54972935,92.1402612462376,11.2500514923138,3206.65718082582,103.224934289697,88208.7555258245,0.00213210690892737,30844.0551629586,0.263333333333321,45140.4900000066,48578.1500000055,0.949999999999989,2530,12.18,1659.33333333333,15.4,37140.6666666667,69.62,"High usage",11.2491174907985
"5077","5077","Тульская область",2017-01-01,"5077",1501959.92233911,94.4747161778661,-26.3731746861492,3168.45569993318,102.410487435667,88702.7676161805,0.00210942270639314,31303.4236596192,1.48666666666666,47862.6400000067,48991.3600000057,0.764827586206877,1805,11.8433333333333,1665.66666666667,15.7,38119,68.86,"High usage",-26.3735671683296
"5078","5078","Тульская область",2017-04-01,"5078",1500219.70244737,97.2866116793711,-16.0731952815347,3144.59282760285,102.108513719788,89751.6513394248,0.00209610623870844,32065.3975944357,-0.0199999999999818,48670.240000007,46989.570000006,0.0451724137931109,2318,11.2666666666667,1757.33333333333,15.6,39239.6666666667,70.94,"High usage",-16.0732141646472
"5079","5079","Тульская область",2017-07-01,"5079",1498546.89005413,100.575947750753,42.1499897060845,3135.06856383482,102.319013142061,91355.4066955576,0.00209215750587534,33129.976967408,1.80888888888889,48148.0500000071,47910.9300000058,0.82275862068964,2742,10.3166666666667,1698.33333333333,15.6,40931.3333333333,71.03,"High usage",42.1501765018456
"5080","5080","Тульская область",2017-10-01,"5080",1496941.48515938,104.342724392011,148.296380276781,3139.8829086291,103.041985702485,93514.0336845786,0.00209757650789305,34497.1617785362,2.4088888888889,48617.590000007,48628.590000006,1.08275862068966,3755,9.82,1780.33333333333,15.8333333333333,42955.6666666667,71.69,"High usage",148.296604831149
"5081","5081","Тульская область",2018-01-01,"5081",1495403.48776313,108.586941603145,302.365976430483,3159.03586198567,104.27743140106,96227.5323064881,0.00211236324476047,36166.9520278202,1.4811111111111,49497.690000007,49159.190000006,0.781379310344846,2972,9.7,1844.33333333333,15.8666666666667,45430.3333333333,70.69,"High usage",302.366070823263
"5082","5082","Тульская область",2018-04-01,"5082",1493368.89369938,110.829851846341,392.487424321006,3201.88269853403,104.864637120067,98088.5930559654,0.00214392663364685,37209.2833164057,1.00888888888889,50598.7300000072,48744.8700000062,0.992413793103438,3661,9.52,1857,16.3666666666667,48511.3333333333,71.8,"High usage",392.487428890805
"5083","5083","Тульская область",2018-07-01,"5083",1490837.70296812,111.071455121598,418.660723948387,3268.42341827417,104.803602859503,99097.2159330107,0.00219226667455145,37624.1556442925,1.67666666666666,51758.5800000073,50917.3000000062,0.899655172413773,3651,9.43,1896.66666666667,16.7333333333333,51786.6666666667,73.19,"High usage",418.660679033776
"5084","5084","Тульская область",2018-10-01,"5084",1487809.91556937,109.311751428916,380.885875312589,3358.65802120609,104.094328619371,99253.400937624,0.00225738336747464,37411.5690114808,0.378888888888909,53971.4800000071,51429.4600000062,0.477931034482765,4138,9.5,2017.66666666667,17,54613,64.66,"High usage",380.885821252177
"5085","5085","Тульская область",2019-01-01,"5085",1484285.53150311,105.550740768296,279.162878413612,3472.58650732978,102.736814399668,98557.1480698052,0.00233927671241521,36571.5234179705,0.713333333333338,52977.4800000071,52658.9300000058,-0.316428571428546,2733,10.1966666666667,2046,17.9,58258.6666666667,62.75,"High usage",279.162855546006
"5086","5086","Тульская область",2019-04-01,"5086",1480688.76527537,104.590040196729,207.368528290407,3587.92329884735,102.06308295192,98116.9421408084,0.00242278687885333,36672.4918133781,0.521111111111125,50791.7800000073,53101.2500000061,0.41892857142858,2919,10.4933333333333,2007.66666666667,18.3,60820.6666666667,63.86,"High usage",207.368527045137
"5087","5087","Тульская область",2019-07-01,"5087",1477019.61688613,106.429649714217,165.502824942938,3704.66839575878,102.073134276126,97932.7831506334,0.00250791386678766,37714.4741977036,0.666666666666686,53515.7500000074,53390.5400000062,0.244642857142836,3183,9.95666666666667,2056.66666666667,18.3666666666667,62283,63.36,"High usage",165.502835749571
"5088","5088","Тульская область",2019-10-01,"5088",1473278.08633541,111.069569320759,153.56576837124,3822.82179806407,102.766968372286,98004.6710992805,0.00259465767621858,39697.4705709472,0.0499999999999972,55147.8900000071,53751.1900000061,0.0700000000000216,3882,9.29666666666667,2143.33333333333,18.2666666666667,63778.6666666667,63.54,"High usage",153.565781659308
"5089","5089","Тульская область",2020-01-01,"5089",1469464.17362319,118.509799016354,171.557358575314,3942.38350576323,104.1445852404,98332.6059867495,0.00268301830714668,42621.4809331086,0.431111111111122,55929.1100000073,53321.0200000061,-0.105483870967731,3197,8.92666666666667,2235.33333333333,18.5666666666667,66258,54.81,"Low usage",171.557364774347
"5090","5090","Тульская область",2020-04-01,"5090",1466603.73908903,124.089971288051,185.051051228387,4032.0547865376,105.177797891486,98578.5571523512,0.00274928878034209,44814.4887047297,0.12444444444445,58151.2900000074,54152.4000000062,0.0319354838709813,2866,8.11,2114.66666666667,18.1,68090.3333333333,60.95,"High usage",185.051052110626
"5091","5091","Тульская область",2020-07-01,"5091",1464696.78273293,127.810086135849,194.046846330461,4091.83564038718,105.866606325543,98742.5245960857,0.00279346909580624,46276.4938858104,0.403333333333322,60422.4200000076,53773.3800000064,0.212903225806471,4685,7.4,2352.33333333333,18.5,72193.6666666667,64.34,"High usage",194.046843668145
"5092","5092","Тульская область",2020-10-01,"5092",1463743.30455487,129.670143559748,198.544743881497,4121.72606731197,106.211010542572,98824.5083179529,0.00281555925353816,47007.4964763508,0.748888888888914,63729.5900000075,57818.7400000063,0.312258064516143,5543,7.42333333333333,2396.33333333333,18.8666666666667,76646,66.64,"High usage",198.544739446905
