"year","make","model","trim","body","transmission","vin","state","condition","odometer","color","interior","seller","mmr","sellingprice","saledate"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k26cl225904","pa","4.2",40780,"white","gray","ford motor credit company,llc","9900",9200,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f25cl333005","mo","4.1",57426,"gray","gray","meridian remarketing","8700",8900,"Tue Mar 03 2015 03:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f29cl289428","oh","4.8",10342,"black","black","ford motor credit company,llc","11150",12700,"Tue Mar 03 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k21cl117609","ga","2.4",87121,"gray","black","remarketing by ge/summit financial corp","7650",7100,"Tue Mar 03 2015 05:10:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f21cl361156","pa","4.2",18463,"black","gray","ford motor credit company,llc","10700",11000,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","Titanium","Hatchback","automatic","1fahp3n24cl277785","pa","4.7",34719,"red","black","ford motor credit company,llc","12450",13400,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k21cl255666","pa","4.4",28714,"white","black","ford motor credit company,llc","10500",11800,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k28cl311070","oh","4.4",65156,"white","gray","ford motor credit company,llc","8650",8600,"Tue Mar 03 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f21cl361139","pa","4.8",42251,"gray","black","ford motor credit company,llc","9500",9400,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f26cl436854","md","2.8",65216,"silver","gray","dtg operations inc","8550",7600,"Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f23cl283284","pa","4.6",39858,"gray","black","ford motor credit company,llc","9625",9700,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Sedan","automatic","1fahp3h2xcl155881","nj","3.6",56755,"black","black","wells fargo dealer services","9450",10000,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k23cl177651","nj","3.4",48916,"silver","black","dollar thrifty auto group","9500",5600,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k21cl319835","oh","4.4",33132,"gray","black","ford motor credit company,llc","10250",10500,"Tue Mar 03 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Sedan","automatic","1fahp3h22cl430854","nj","4",42925,"black","gray","dollar thrifty auto group","10350",9600,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f26cl299530","pa","3.6",51925,"blue","black","ford motor credit company,llc","8950",8900,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Sedan","automatic","1fahp3h23cl404683","md","2.7",64098,"white","black","dtg operations inc","8950",6600,"Tue Mar 03 2015 01:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn0aw230421","nj","2.1",36370,"gray","black","jpmorgan chase bank,n.a.","7900",6300,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn2aw142499","nc","3.2",174516,"black","beige","ge fleet services for itself/servicer","3725",2500,"Mon Mar 02 2015 01:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn5aw237512","nj","2.8",97946,"green","gray","jpmorgan chase bank,n.a.","5850",4900,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SEL","Sedan","automatic","1fahp3hn7aw250789","md","3.5",62293,"silver","black","wells fargo dealer services","8625",8600,"Tue Mar 03 2015 01:30:00 GMT-0800 (PST)"
"2009","Ford","Focus","SE","Coupe","automatic","1fahp32n79w175466","il","2.9",63303,"blue","gray","first investors servicing corp","6575",6200,"Tue Mar 03 2015 02:00:00 GMT-0800 (PST)"
"2009","Ford","Focus","SES","Sedan","automatic","1fahp36n89w249178","nj","3.2",65290,"red","black","wells fargo dealer services","6600",6500,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n78w266151","md","2.5",89828,"blue","gray","darcars imports inc","5075",4400,"Tue Mar 03 2015 01:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","","1fahp35n88w125184","pa","1.9",150667,"silver","gray","fleet street remarketing,llc","3450",800,"Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)"
"2007","Ford","Focus","ZX5 SES","Hatchback","automatic","1fahp37n77w319376","nj","2.8",98627,"—","gray","lester glenn buick","3075",4500,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2007","Ford","Focus","ZX4 SE","Sedan","automatic","1fafp34n87w266215","nj","2.1",65726,"beige","gray","wells fargo dealer services","4225",4000,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f24el160630","oh","4.6",17331,"red","gray","ford motor credit company,llc","12300",12900,"Tue Mar 03 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k22el126403","ga","4.5",9854,"red","gray","ford motor credit company,llc","13000",13300,"Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el122333","oh","4.4",13568,"red","black","ford motor credit company,llc","12400",12500,"Tue Mar 03 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k24el113278","ca","3.5",38142,"red","black","ars/avis budget group","11650",11500,"Thu Mar 05 2015 04:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f25el256153","ga","3.1",27041,"white","black","ars/avis budget group","12050",12000,"Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el261104","mo","4.8",27272,"red","black","ars/avis budget group","11950",12000,"Tue Mar 03 2015 02:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","","1fadp3k25el146385","qc","4.6",41042,"blue","black","ford credit canada,limited","10450",12200,"Tue Mar 03 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","manual","1fadp3k2xdl275849","pa","4.8",13851,"blue","gray","big tree auto brokers","12300",12500,"Fri Feb 27 2015 01:15:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f28dl156594","pa","2.3",59837,"black","black","ford motor credit company,llc","9475",7900,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl205525","ca","2.4",41797,"silver","black","ars/avis budget group","10400",11700,"Thu Mar 05 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","","1fadp3f20dl196586","nj","3.7",55210,"blue","black","the hertz corporation","9700",10000,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k24dl199514","pa","4.9",43167,"black","beige","ford motor credit company,llc","10700",10300,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl242328","oh","3.4",35799,"silver","black","ford motor credit company,llc","10800",10800,"Tue Mar 10 2015 02:00:00 GMT-0700 (PDT)"
"2013","Ford","Focus","Titanium","Sedan","","1fadp3j23dl322270","qc","4",50551,"gray","black","ford credit canada,limited","14800",13900,"Tue Mar 03 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl114669","oh","4.7",28159,"red","tan","ford motor credit company,llc","11050",11500,"Tue Mar 03 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k24dl301944","oh","4.3",43326,"gray","gray","byers car rentals llc","10600",10500,"Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f20dl219090","pa","4.7",27313,"silver","black","ford motor credit company,llc","11100",11400,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f20dl219476","oh","4.4",43734,"gray","black","ford motor credit company,llc","10300",10100,"Tue Mar 03 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k25dl298391","mo","3.9",43132,"blue","black","ars/avis budget group","10700",10800,"Tue Mar 03 2015 02:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f29dl263315","mo","3.7",31015,"—","black","ford motor credit company,llc pd","10950",10600,"Tue Mar 03 2015 02:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k27dl279860","oh","4.8",41514,"red","black","avis corporation","10800",10500,"Tue Mar 03 2015 02:30:00 GMT-0800 (PST)"
"2011","Ford","Focus","SE","Sedan","automatic","1fahp3fn2bw147462","tx","4.1",51148,"—","gray","ford motor credit company,llc","7900",8900,"Thu Mar 05 2015 02:30:00 GMT-0800 (PST)"
"2011","Ford","Focus","SE","Sedan","automatic","1fahp3fn4bw144174","pa","2.9",92398,"blue","beige","ford-lincoln dealer program","6075",6500,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2011","Ford","Focus","SE","Sedan","automatic","1fahp3fn6bw148002","mo","2.2",49708,"silver","gray","ford motor credit company,llc","7800",6800,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn3aw268130","oh","2.8",47507,"gray","gray","ford motor credit company,llc pd","7525",7100,"Tue Mar 03 2015 01:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SES","Sedan","automatic","1fahp3gnxaw135203","pa","3.6",73352,"gray","black","ford-lincoln dealer program","7300",8000,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","S","Sedan","manual","1fahp3en0aw157424","co","3.9",69207,"red","beige","santander consumer","5600",6100,"Tue Mar 03 2015 04:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","","1fahp3fn8aw258869","mo","2.9",66424,"red","black","primeritus remarketing/crescent bank & trust","6900",7100,"Tue Mar 03 2015 03:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn6aw141243","tn","2.9",62265,"red","gray","gm financial","7025",7200,"Tue Mar 03 2015 02:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn0aw108447","tx","2.1",149246,"gray","black","ford motor credit company,llc","4100",3900,"Thu Mar 05 2015 06:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn4aw290377","tx","3.5",77738,"white","tan","sst financial","6525",5700,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2009","Ford","Focus","SE","Sedan","automatic","1fahp35n59w235109","ca","2.7",92846,"silver","black","repo remarketing/san diego medical fcu","5425",5100,"Wed Mar 04 2015 04:30:00 GMT-0800 (PST)"
"2009","Ford","Focus","SE","Sedan","automatic","1fahp35n19w184823","tn","2",166524,"—","beige","santander consumer","2775",10500,"Tue Mar 03 2015 02:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","S","Coupe","automatic","1fahp32n48w124540","fl","3.1",72217,"gray","tan","tmt auto wholesale inc","4500",4000,"Fri Mar 06 2015 01:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n98w220174","mn","2.1",109750,"black","gray","santander consumer","4525",3600,"Thu Mar 05 2015 02:45:00 GMT-0800 (PST)"
"2007","Ford","Focus","ZX4 SE","Sedan","automatic","1fafp34n37w254313","tx","3.6",174928,"—","tan","ford motor credit company,llc","1500",1800,"Thu Mar 05 2015 06:00:00 GMT-0800 (PST)"
"2007","Ford","Focus","ZX4 SE","Sedan","","1fafp34nx7w112332","il","3.8",115278,"silver","gray","wells fargo dealer services","3050",4000,"Thu Mar 05 2015 02:00:00 GMT-0800 (PST)"
"2006","Ford","Focus","ZX4 SES","Sedan","automatic","1fahp34n56w188404","fl","2",106709,"white","—","palm beach county sheriff's office","2650",2300,"Tue Mar 03 2015 01:00:00 GMT-0800 (PST)"
"2003","Ford","Focus","SE Comfort","Sedan","automatic","1fafp34363w307059","ut","1",132772,"blue","gray","carhop","1475",250,"Wed Mar 04 2015 04:30:00 GMT-0800 (PST)"
"2002","Ford","Focus","SE","Sedan","automatic","1fafp34px2w264556","ut","2.4",133313,"red","tan","columbia credit union","1375",1700,"Wed Mar 04 2015 03:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el296662","fl","4.3",14493,"—","black","avis budget group","12450",12300,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el371313","il","5",6459,"blue","black","ford motor credit company,llc","12800",14000,"Tue Mar 10 2015 04:00:00 GMT-0700 (PDT)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f22el314591","fl","4.8",11139,"—","black","avis budget group","12500",13500,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f23el429278","mi","4.8",154,"silver","black","ford motor credit company,llc","13000",14500,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f21el418540","oh","3",1816,"white","gray","amro -auction sale unit","12850",5900,"Tue Mar 03 2015 05:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f21el119727","tx","3.5",36215,"—","beige","ford motor credit company","11650",11000,"Thu Mar 05 2015 02:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f29el214245","tx","4.8",30859,"silver","black","ars/avis budget group","11800",12300,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el200447","ca","2",36939,"gray","beige","enterprise vehicle exchange / tra / rental / tulsa","11600",10200,"Tue Mar 03 2015 04:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f2xel157974","mn","4.3",31642,"—","black","ars/avis budget group","11800",11700,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f27el354407","mi","2.7",17214,"black","black","ford motor credit company,llc","12350",10800,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f29el177391","ca","4",36575,"white","gray","avis rac/san leandro","11600",11800,"Wed Mar 04 2015 05:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k24el273144","fl","4.4",16763,"white","black","avis budget group","12550",12700,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el296600","fl","4.9",17396,"—","black","avis budget group","12300",16000,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el314352","il","4.6",34208,"red","black","avis budget group","11700",19800,"Tue Mar 10 2015 04:00:00 GMT-0700 (PDT)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k27el266236","nv","4.5",19907,"gray","gray","bul connections llc","12450",11300,"Fri Mar 06 2015 03:45:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f23el231302","tx","4.3",33914,"silver","black","ars/avis budget group","11750",11900,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f29el151390","ga","4.1",27558,"burgundy","gray","innovative auto llc","11900",13000,"Tue Mar 03 2015 01:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f29el145864","ca","4.1",36372,"red","black","ars/avis budget group","11650",12400,"Thu Mar 05 2015 04:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k22el266757","fl","4.5",30033,"—","gray","ars/avis budget group","12000",11700,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f22el151229","mo","2.9",38039,"white","black","ars/avis budget group","11550",12000,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","Titanium","Sedan","automatic","1fadp3j23el339801","oh","5",5421,"gray","black","ford motor credit company,llc pd","15950",14900,"Tue Mar 03 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k28el145845","il","4.2",40394,"white","black","ars/avis budget group","11550",11200,"Thu Mar 05 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f21el145745","fl","4.2",36961,"—","black","ars/avis budget group","11600",12500,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k22el119631","ca","3.8",38529,"red","gray","ars/avis budget group","11650",11500,"Thu Mar 05 2015 04:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f21el145888","ca","4.1",39709,"red","gray","avis corporation","11500",11400,"Tue Mar 03 2015 04:45:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f23el220042","ca","2",39437,"silver","gray","enterprise vehicle exchange / tra / rental / tulsa","11500",10700,"Tue Mar 03 2015 04:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f24el187116","ca","4.4",39586,"silver","black","avis rac/san leandro","11500",12900,"Wed Mar 04 2015 05:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k21el212043","tx","3.6",39124,"red","black","ars/avis budget group","11650",11500,"Wed Mar 04 2015 02:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k21el158341","fl","4.8",39126,"—","gray","ars/avis budget group","11650",11400,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f28dl312763","mi","4.4",10560,"silver","black","ford motor credit company,llc","12000",11800,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f27dl219863","mi","4.5",17100,"gray","gray","ford motor credit company,llc","11650",12500,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f22dl234917","mn","3.7",12648,"silver","gray","ford motor credit company,llc","11850",11600,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k25dl303217","mo","3.7",39147,"black","black","ars/avis budget group","10900",10800,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f23dl138150","mo","3.9",42565,"black","tan","exeter finance corp","10350",10300,"Wed Mar 04 2015 02:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f29dl210582","mn","3.3",50101,"silver","black","ford motor credit company,llc","9950",8900,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k22dl303109","tx","4.3",31266,"red","gray","ars/avis budget group","11350",11200,"Wed Mar 04 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f24dl253744","fl","4.3",47181,"—","black","ars/avis budget group","10100",10300,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl333019","tn","2.5",32850,"—","black","ford motor credit company,llc","10850",7900,"Tue Mar 03 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl306850","mi","4.8",29394,"gray","gray","ford motor credit company,llc","11000",11500,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k20dl278114","oh","4.8",51842,"red","gray","the hertz corporation","10250",10200,"Tue Mar 03 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl170176","tx","4.3",39158,"—","black","ford motor credit company,llc","10500",11100,"Thu Mar 05 2015 02:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","Titanium","Hatchback","","1fadp3n23dl148825","pa","4.3",19933,"gray","black","nil les auto sales inc","14950",15800,"Fri Feb 27 2015 01:15:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f24dl152624","oh","4.3",55481,"black","gray","the hertz corporation","9675",9700,"Tue Mar 03 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f23dl196064","ca","4.4",42779,"white","beige","enterprise fleet management","10350",11100,"Thu Mar 05 2015 03:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl190038","mn","3.4",29558,"—","black","ford motor credit company,llc","11000",10500,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl242932","mi","4.2",30082,"black","black","ford motor credit company,llc","11000",11600,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k24dl342008","oh","4.8",52264,"gray","black","the hertz corporation","10200",10300,"Tue Mar 03 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f20dl266717","fl","3.5",57493,"gray","black","dtg operations inc","9575",9500,"Tue Mar 03 2015 01:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k28dl338592","nc","1",50314,"black","black","ari","10300",1900,"Tue Mar 03 2015 00:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f22dl289769","tx","3.7",49837,"—","black","ford motor credit company,llc","9975",10100,"Thu Mar 05 2015 02:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f23dl253816","fl","4.2",45493,"—","black","ars/avis budget group","10200",10000,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Hatchback","automatic","1fadp3k24dl255788","tx","3.8",46102,"silver","black","ars/avis budget group","10550",10600,"Wed Mar 04 2015 02:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f21dl199982","mi","3.6",36734,"gray","black","ford motor credit company,llc","10650",10600,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f23dl233310","ca","3.7",21692,"white","beige","ford motor credit company,llc pd","11450",12100,"Thu Mar 05 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f25dl373570","mn","3.3",20342,"gray","gray","ford motor credit company,llc","11450",10800,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f20dl170506","ca","3.3",24114,"black","black","ford motor credit company,llc pd","11300",10400,"Thu Mar 05 2015 04:30:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f27dl212718","ca","1",55933,"gray","black","dollar thrifty damage liquidation","9675",5900,"Tue Mar 03 2015 05:00:00 GMT-0800 (PST)"
"2013","Ford","Focus","SE","Sedan","automatic","1fadp3f26dl185303","mo","3.5",52822,"white","black","the hertz corporation","9825",9600,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f20cl152412","oh","4.5",22531,"gray","black","ford motor credit company,llc pd","10500",11000,"Tue Mar 03 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k26cl273287","mo","4.2",26708,"gray","black","ford motor credit company,llc","10600",10600,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","S","Sedan","automatic","1fahp3e24cl324362","nv","3.6",80594,"white","black","sti remarketing","5650",7100,"Fri Feb 27 2015 04:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f24cl247880","nj","3.7",16016,"white","beige","ford motor credit company,llc","10850",9200,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Hatchback","automatic","1fahp3k20cl288674","pa","4.4",54247,"red","black","ford-lincoln dealer program","9250",9400,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f25cl248598","pa","2.8",29280,"white","black","ford motor credit company,llc","9750",9600,"Wed Jul 01 2015 06:30:00 GMT-0700 (PDT)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f23cl301864","mn","3.7",57296,"—","black","ford motor credit company,llc","8725",8800,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Sedan","automatic","1fahp3h27cl416481","ga","3.2",74126,"white","black","santander consumer","8300",8600,"Tue Mar 03 2015 01:30:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f2xcl323800","co","3.6",32014,"black","black","ford motor credit company,llc pd","10000",9700,"Wed Mar 04 2015 03:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f25cl256247","mi","3.2",63999,"black","gray","ford motor credit company,llc","8400",8400,"Thu Mar 05 2015 01:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f29cl449761","tx","2.9",46454,"green","tan","santander consumer","9275",9000,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Sedan","automatic","1fahp3h23cl276364","ny","4.3",29074,"white","black","ford motor credit company,llc","11250",11000,"Wed Mar 04 2015 01:20:00 GMT-0800 (PST)"
"2012","Ford","Focus","SE","Sedan","automatic","1fahp3f20cl195888","il","4.7",45127,"white","black","wells fargo dealer services","9400",9200,"Thu Mar 05 2015 02:00:00 GMT-0800 (PST)"
"2012","Ford","Focus","SEL","Sedan","automatic","1fahp3h24cl225892","pa","4.8",49030,"white","gray","j r mirizio auto sales","9950",10400,"Wed Mar 04 2015 01:00:00 GMT-0800 (PST)"
